act,link,pic,sco,title 
乔乔、曹晨,http://dianying.2345.com/detail/191734.html,http//imgwx2.2345.com/dypcimg/img/d/63/s191734.jpg,7.7,无主之躯起源
梅丽尔·斯特里…、阿曼达·塞弗里…,http://dianying.2345.com/detail/37505.html,http//imgwx2.2345.com/dypcimg/img/8/12/s37505.jpg,7.3,妈妈咪呀
保罗·路德、迈克尔·道格拉…,http://dianying.2345.com/detail/191756.html,http//imgwx1.2345.com/dypcimg/img/9/63/s191756.jpg,9.6,蚁人
姚开广、孙苏雅,http://dianying.2345.com/detail/165338.html,http//imgwx5.2345.com/dypcimg/img/1/55/s165338.jpg,8,诡宅新娘
亨利·托马斯、德鲁·巴里摩尔,http://dianying.2345.com/detail/180497.html,http//imgwx1.2345.com/dypcimg/img/2/60/s180497.jpg,7.5,ET外星人
杰西·艾森伯格、艾梅柏·希尔德,http://dianying.2345.com/detail/34992.html,http//imgwx1.2345.com/dypcimg/cae/3/11/34992/36528e6c80420e469dbe6d63e4753247.jpg,5.5,僵尸之地
坦娅·罗伯茨、Ted Wass,http://dianying.2345.com/detail/179733.html,http//imgwx3.2345.com/dypcimg/img/e/59/s179733.jpg,7.3,森林女王1984
西尔维斯特·史…、迈克尔·凯恩,http://dianying.2345.com/detail/51287.html,http//imgwx1.2345.com/dypcimg/img/9/17/s51287.jpg?1439279765,7.7,胜利大逃亡
劳拉·贝利、Maxine Blue,http://dianying.2345.com/detail/179290.html,http//imgwx1.2345.com/dypcimg/img/9/59/s179290.jpg,8.0,天鹅公主明日公主今日海盗
杰森·苏戴奇斯、乔什·加德,http://dianying.2345.com/detail/176603.html,http//imgwx5.2345.com/dypcimg/img/5/58/s176603.jpg,7.4,愤怒的小鸟粤语
凯文·康瑞、马克·哈米尔,http://dianying.2345.com/detail/174621.html,http//imgwx2.2345.com/dypcimg/img/1/58/s174621.jpg,8.1,蝙蝠侠致命玩笑
蔡鹏飞、郝爽,http://dianying.2345.com/detail/176640.html,http//imgwx1.2345.com/dypcimg/img/5/58/s176640.jpg,8.0,欲图腾
乔治·克鲁尼、施瓦辛格,http://dianying.2345.com/detail/54399.html,http//imgwx3.2345.com/dypcimg/img/c/18/s54399.jpg?1452504780,7.0,蝙蝠侠4蝙蝠侠与罗宾
刘益兵、洪倩,http://dianying.2345.com/detail/179234.html,http//imgwx5.2345.com/dypcimg/img/7/59/s179234.jpg,7.3,我的女友是苏妲己
梅尔·吉布森、格雷格·亨利,http://dianying.2345.com/detail/164259.html,http//imgwx5.2345.com/dypcimg/img/e/54/s164259.jpg,8.6,危险人物1999
瑞茜·威瑟斯彭、杰克·吉伦哈尔,http://dianying.2345.com/detail/40352.html,http//imgwx1.2345.com/dypcimg/img/douban/2039711/postb_s2671659_mini.jpg,8.3,反恐疑云
叶良辰、任梓溪,http://dianying.2345.com/detail/166647.html,http//imgwx2.2345.com/dypcimg/img/1/55/s166647.jpg,8.8,危险人格
汤姆·哈迪、盖·皮尔斯,http://dianying.2345.com/detail/36160.html,http//imgwx1.2345.com/dypcimg/img/8/12/s36160.jpg?1407834028,8.3,无法无天2012
丹尼尔·巴克兰…、罗伯特·胡布斯,http://dianying.2345.com/detail/52183.html,http//imgwx5.2345.com/dypcimg/img/1/17/f0e63aac31048f20e496c1139088be2a.jpg,8.8,黑帮天堂耶路撒冷
布拉德·皮特、安东尼·霍普金…,http://dianying.2345.com/detail/184293.html,http//imgwx1.2345.com/dypcimg/img/b/61/s184293.jpg,7.1,燃情岁月
马昕墨、李豪,http://dianying.2345.com/detail/168910.html,http//imgwx5.2345.com/dypcimg/img/4/56/s168910.jpg,7.6,空姐大战猛鬼
魏喜奎、李宝岩,http://dianying.2345.com/detail/182939.html,http//imgwx5.2345.com/dypcimg/img/4/60/s182939.jpg,7.3,杨乃武与小白菜
苏沙塔·乌多姆…、班·提迪·玛哈…,http://dianying.2345.com/detail/182808.html,http//imgwx2.2345.com/dypcimg/img/6/60/s182808.jpg,8.2,电击女孩
布拉德·皮特、本尼西奥·德尔…,http://dianying.2345.com/detail/182109.html,http//imgwx1.2345.com/dypcimg/img/8/60/s182109.jpg,8.1,偷拐抢骗
罗文熙、金秀美,http://dianying.2345.com/detail/24930.html,http//imgwx5.2345.com/dypcimg/cae/7/8/24930/a8c74add404c8a58fe45f1011923277a.jpg,7.7,奶奶强盗团
申荣均、李菁（邵氏影星…,http://dianying.2345.com/detail/28123.html,http//imgwx3.2345.com/dypcimg/img/douban/1301949/postb_s3029552_mini.jpg,5.8,铁头皇帝
乔许·哈奈特、玛丽莎·乔治,http://dianying.2345.com/detail/37437.html,http//imgwx2.2345.com/dypcimg/img/e/12/s37437.jpg?1381327209,8.0,三十极夜
吉拉·阿尔玛戈、Yuriy Chepurno…,http://dianying.2345.com/detail/26890.html,http//imgwx5.2345.com/dypcimg/img/a/8/s26890.jpg,8.7,谍债
Angela Dixon、Nigel Whitmey,http://dianying.2345.com/detail/181180.html,http//imgwx1.2345.com/dypcimg/img/d/60/s181180.jpg,8.4,永不放弃
兰岚、曲国强,http://dianying.2345.com/detail/161652.html,http//imgwx3.2345.com/dypcimg/img/e/53/s161652.jpg,8.8,幻女
迟蓬、贾六,http://dianying.2345.com/detail/22627.html,http//imgwx4.2345.com/dypcimg/cae/8/7/22627/b352d0c8a295e72b68b67e302cefb554.jpg,7.9,野妈妈
Lorraine Allar…、Lory Chan,http://dianying.2345.com/detail/164612.html,http//imgwx1.2345.com/dypcimg/img/3/54/s164612.jpg,7.5,战争存亡录
刘威、戈治均,http://dianying.2345.com/detail/26514.html,http//imgwx1.2345.com/dypcimg/img/b/8/s26514.jpg,8.9,疑案忠魂
丹泽尔·华盛顿、安吉丽娜·朱丽,http://dianying.2345.com/detail/37793.html,http//imgwx1.2345.com/dypcimg/img/e/12/s37793.jpg,5.7,人骨拼图
希亚·拉博夫、迈克尔·道格拉…,http://dianying.2345.com/detail/29639.html,http//imgwx2.2345.com/dypcimg/img/3/9/s29639.jpg,7.4,华尔街2金钱永不眠
丁果仙、牛桂英,http://dianying.2345.com/detail/151050.html,http//imgwx2.2345.com/dypcimg/img/d/50/s151050.jpg,7.0,打金枝晋剧
刘雪华、莫少聪,http://dianying.2345.com/detail/27625.html,http//imgwx5.2345.com/dypcimg/img/4/9/s27625.jpg,5.3,武林圣火令
金·德莱尼、博·布里奇斯,http://dianying.2345.com/detail/178691.html,http//imgwx5.2345.com/dypcimg/img/7/59/s178691.jpg,8.4,毁灭之日下集
苏菲·玛索、斯蒂芬·迪兰,http://dianying.2345.com/detail/176263.html,http//imgwx4.2345.com/dypcimg/img/1/58/s176263.jpg,7.2,心火
Will Smith、伊娃·门德斯,http://dianying.2345.com/detail/170880.html,http//imgwx5.2345.com/dypcimg/img/1/56/s170880.jpg,7.4,全民情敌英语版
米哈伊尔·罗姆、玛琳·黛德丽,http://dianying.2345.com/detail/173781.html,http//imgwx3.2345.com/dypcimg/img/2/57/s173781.jpg,8.7,普通法西斯原声
塔伦·埃格顿、休·杰克曼,http://dianying.2345.com/detail/164956.html,http//imgwx4.2345.com/dypcimg/img/a/54/s164956.jpg,9.0,飞鹰艾迪
吴民凡、陈凯薇,http://dianying.2345.com/detail/167797.html,http//imgwx2.2345.com/dypcimg/img/3/55/s167797.jpg,8.6,虚拟情人
David James El…、安德里亚·帕克,http://dianying.2345.com/detail/15351.html,http//imgwx1.2345.com/dypcimg/cae/9/5/15351/2625ef63d514840dd159eab86b6b9c08.jpg,5.7,执法悍将
克里斯汀·斯图…、科宾·布鲁,http://dianying.2345.com/detail/39366.html,http//imgwx3.2345.com/dypcimg/img/6/13/s39366.jpg,8.0,小鬼神偷
陈观泰、元德,http://dianying.2345.com/detail/27412.html,http//imgwx3.2345.com/dypcimg/cae/9/9/27412/eea11e3764f44831b427c60ea79d8b4c.jpg,7.5,背叛师门
Brigitte Kings…、Landy Cannon,http://dianying.2345.com/detail/150689.html,http//imgwx2.2345.com/dypcimg/img/a/50/s150689.jpg,8.7,黑暗降临2
恬妮、于洋,http://dianying.2345.com/detail/38938.html,http//imgwx5.2345.com/dypcimg/img/d/12/s38938.jpg,7.8,铁汉柔情
柯克·道格拉斯、让-保罗·贝尔蒙…,http://dianying.2345.com/detail/166019.html,http//imgwx3.2345.com/dypcimg/img/a/55/s166019.jpg,7.6,巴黎战火
本·贝尔特、艾丽莎·奈特,http://dianying.2345.com/detail/172972.html,http//imgwx5.2345.com/dypcimg/img/a/57/s172972.jpg,8.5,机器人总动员英语版
古天乐、孙红雷,http://dianying.2345.com/detail/160551.html,http//imgwx2.2345.com/dypcimg/img/2/53/s160551.jpg,8.9,毒战粤语版
玛丽·斯汀伯根、Sean Patrick F…,http://dianying.2345.com/detail/50251.html,http//imgwx1.2345.com/dypcimg/cae/5/16/50251/f33e0af6ab8be592513271868fb1ef12.jpg,10.0,闪电奇迹
哈威·凯特尔、蒂姆·罗斯,http://dianying.2345.com/detail/32992.html,http//imgwx3.2345.com/dypcimg/cae/8/10/32992/b924593c6929f3dcfed09a1338f2e220.jpg,8.6,落水狗
艾莎·阿基多、杰瑞德·哈里斯,http://dianying.2345.com/detail/52706.html,http//imgwx5.2345.com/dypcimg/cae/3/17/52706/ce2ca183b8e3e08f72c88c3396e0f48b.jpg,7.0,心太狂
库诺·贝克、安娜·弗莱尔,http://dianying.2345.com/detail/55944.html,http//imgwx1.2345.com/dypcimg/img/8/18/s55944.jpg?1460355143,3.8,一球成名2
托比·马奎尔、斯基特·乌尔里…,http://dianying.2345.com/detail/40200.html,http//imgwx4.2345.com/dypcimg/img/douban/1293303/postb_s4142973_mini.jpg,7.5,与魔鬼共骑
彼德·乌斯蒂诺…、Jane Birkin,http://dianying.2345.com/detail/8637.html,http//imgwx1.2345.com/dypcimg/cae/4/2/8637/0e49a78be8574ad8749ae1d75ab0cb4f.jpg,8.3,阳光下的罪恶
裘德·洛、玛丽莎·托梅,http://dianying.2345.com/detail/38064.html,http//imgwx1.2345.com/dypcimg/img/e/12/s38064.jpg?1463653599,5.2,阿尔菲
安迪·萨姆伯格、乔玛·塔昆,http://dianying.2345.com/detail/35722.html,http//imgwx5.2345.com/dypcimg/cae/9/11/35722/563118e3249dab5144d18eafe7f243e9.jpg,7.2,飞车手罗德
西尔莎·罗南、比尔·默瑞,http://dianying.2345.com/detail/37661.html,http//imgwx2.2345.com/dypcimg/cae/a/12/37661/20717e5a39a656d6386e1f6e75466c85.jpg,7.0,微光城市
瑞奇·马兰博瑞、沙妮·文森,http://dianying.2345.com/detail/39777.html,http//imgwx4.2345.com/dypcimg/img/douban/3000078/postb_s4241412_mini.jpg,7.5,舞出我人生3
朗·里维斯顿、詹妮弗·安妮斯…,http://dianying.2345.com/detail/52785.html,http//imgwx3.2345.com/dypcimg/cae/b/17/52785/a3c1ded8ead7200ed53f5425b6700664.jpg,8.0,上班一条虫
弗兰卡·波坦特、本诺·福尔曼,http://dianying.2345.com/detail/168.html,http//imgwx4.2345.com/dypcimg/cae/0/0/168/793a2a522dbf70d2182496e16a5b3e99.jpg,8.0,解剖
杰夫·丹尼尔斯、罗杰·里斯,http://dianying.2345.com/detail/165093.html,http//imgwx1.2345.com/dypcimg/img/0/55/s165093.jpg,8.3,跨越德拉瓦河
帕特里克·斯威…、连姆·尼森,http://dianying.2345.com/detail/163274.html,http//imgwx5.2345.com/dypcimg/img/e/54/s163274.jpg,7.4,血海翻天
武兆堤、苏里,http://dianying.2345.com/detail/160233.html,http//imgwx1.2345.com/dypcimg/img/3/53/s160233.jpg,7.2,回到自己队伍来
斯宾塞·屈塞、伯特·兰卡斯特,http://dianying.2345.com/detail/76751.html,http//imgwx3.2345.com/dypcimg/img/douban/1292589/postb_s1891392_mini.jpg,9.0,纽伦堡大审判
克里斯蒂安·贝…、贾斯汀·塞洛克…,http://dianying.2345.com/detail/52835.html,http//imgwx3.2345.com/dypcimg/img/d/448137/7e6d4673014a4248cf006140f8a39c03.jpg,7.6,美国精神病人
谢园、张晓林,http://dianying.2345.com/detail/60354.html,http//imgwx2.2345.com/dypcimg/img/4/449332/0e6b4aff42c25188a5e178e9d2f87bf0.jpg,5.8,激情警探
马特·达蒙、安吉丽娜·朱莉,http://dianying.2345.com/detail/39034.html,http//imgwx3.2345.com/dypcimg/cae/3/13/39034/47035caaf031818e2d340b372121004b.jpg,4.0,特务风云
王夫棠、石维坚,http://dianying.2345.com/detail/125774.html,http//imgwx3.2345.com/dypcimg/img/4/468194/c0f460b4588e8f908e6727a8518273c8.jpg,8.6,八仙的传说
提摩西吉布斯、迈克尔·兰德斯,http://dianying.2345.com/detail/61260.html,http//imgwx4.2345.com/dypcimg/img/f/449446/275942f1d76ab9e9ff9516ab1fe595a9.jpg,4.5,恐怖神棍节
马修·布罗德里…、达斯汀·霍夫曼,http://dianying.2345.com/detail/23520.html,http//imgwx1.2345.com/dypcimg/img/c/7/s23520.jpg,9.1,浪漫的老鼠
吴启华、麦家琪,http://dianying.2345.com/detail/193423.html,http//imgwx2.2345.com/dypcimg/img/0/64/s193423.jpg,8.5,S的秘密
维果·莫特森、娜奥米·沃茨,http://dianying.2345.com/detail/151281.html,http//imgwx2.2345.com/dypcimg/img/4/50/s151281.jpg,7.4,东方的承诺
史蒂文·席格、凯莉·勒布洛克,http://dianying.2345.com/detail/40837.html,http//imgwx2.2345.com/dypcimg/img/douban/1293263/postb_s7262068_mini.jpg,7.2,七年风暴
张智霖、李丽珍,http://dianying.2345.com/detail/138492.html,http//imgwx4.2345.com/dypcimg/img/7/46/s138492.jpg,7.5,霹雳飞龙
尚格·云顿、Donald Gibb,http://dianying.2345.com/detail/38960.html,http//imgwx5.2345.com/dypcimg/cae/9/12/38960/1d7ff576b363ad9b9d758b07add3701d.jpg,8.7,血点
本·阿弗莱克、裴淳华,http://dianying.2345.com/detail/121352.html,http//imgwx3.2345.com/dypcimg/img/6/40/s121352.jpg?1445832350,8.7,消失的爱人2014
佐伊·索尔达娜、詹姆斯·麦斯登,http://dianying.2345.com/detail/76317.html,http//imgwx3.2345.com/dypcimg/img/1/460418/16af354e73ce0ee38d80fe4c1fedc86b.jpg,8.0,葬礼上的死亡
卢·戴蒙德·菲…、克里斯蒂·斯旺…,http://dianying.2345.com/detail/151298.html,http//imgwx2.2345.com/dypcimg/img/9/50/s151298.jpg,8.1,触目惊鲨
杨盛业,http://dianying.2345.com/detail/194186.html,http//imgwx4.2345.com/dypcimg/img/9/64/s194186.jpg,7.0,英雄不盖世
王绍宇、田帅,http://dianying.2345.com/detail/193944.html,http//imgwx5.2345.com/dypcimg/img/1/64/s193944.jpg,7.9,宿命之地
斯琴高娃、宋丹丹,http://dianying.2345.com/detail/193583.html,http//imgwx4.2345.com/dypcimg/img/2/64/s193583.jpg,8.1,月牙儿
罗伯特·德尼罗、Cuba Gooding J…,http://dianying.2345.com/detail/37495.html,http//imgwx5.2345.com/dypcimg/cae/8/12/37495/a27cfec613f6ee27233ce7e0c05ec6d8.jpg,9.0,怒海潜将
森本治行、市川由衣,http://dianying.2345.com/detail/168518.html,http//imgwx3.2345.com/dypcimg/img/9/56/s168518.jpg,7.7,死魂曲
刘家辉、陈观泰,http://dianying.2345.com/detail/152866.html,http//imgwx5.2345.com/dypcimg/img/e/50/s152866.jpg,8.0,陆阿采与黄飞鸿
艾伦·鲍斯汀、马克斯·冯·西…,http://dianying.2345.com/detail/163185.html,http//imgwx2.2345.com/dypcimg/img/2/54/s163185.jpg?1450675916,8.6,驱魔人
陈晓雷、王夫棠,http://dianying.2345.com/detail/193534.html,http//imgwx5.2345.com/dypcimg/img/f/64/s193534.jpg,8.7,苏小三
曹旭、周鹏,http://dianying.2345.com/detail/193112.html,http//imgwx2.2345.com/dypcimg/img/c/64/s193112.jpg,7.1,终极拳王
王比特,http://dianying.2345.com/detail/192875.html,http//imgwx5.2345.com/dypcimg/img/2/64/s192875.jpg,8.2,萌娃包青天之铡美案
西尔扎提·亚合…、王韵华,http://dianying.2345.com/detail/192795.html,http//imgwx3.2345.com/dypcimg/img/8/64/s192795.jpg,8.5,梵天秘咒
克里斯多弗·兰…、安德瑞安·保罗,http://dianying.2345.com/detail/164686.html,http//imgwx3.2345.com/dypcimg/img/8/54/s164686.jpg,7.4,挑战者之终极之战
汤姆·汉克斯、达丽尔·汉纳,http://dianying.2345.com/detail/164738.html,http//imgwx2.2345.com/dypcimg/img/e/54/s164738.jpg,8.8,美人鱼1984
谢琳·伍德蕾、提奥·詹姆斯,http://dianying.2345.com/detail/128703.html,http//imgwx1.2345.com/dypcimg/img/5/42/s128703.jpg?1431052274,7.3,分歧者1异类觉醒
伊万·麦格雷戈、罗宾·威廉姆斯,http://dianying.2345.com/detail/3541.html,http//imgwx1.2345.com/dypcimg/cae/c/1/3541/97d7f040c56f483a6cb336f188909ca5.jpg,7.5,机器人历险记
乔治·克鲁尼、瑟琳·泽塔-琼斯,http://dianying.2345.com/detail/54813.html,http//imgwx5.2345.com/dypcimg/img/b/448366/0c21c0af568a424560cd67614148e8b6.jpg,8.1,真情假爱微电影
Young-heun Jun…,http://dianying.2345.com/detail/150129.html,http//imgwx3.2345.com/dypcimg/img/a/50/s150129.jpg,8.5,黎巴嫩感情原声
裘蒂·班森、Lorelei Hill B…,http://dianying.2345.com/detail/194136.html,http//imgwx4.2345.com/dypcimg/img/2/64/s194136.jpg,7.1,小美人鱼3
张竞达、张杰妍,http://dianying.2345.com/detail/193221.html,http//imgwx5.2345.com/dypcimg/img/9/64/s193221.jpg,7.7,嗜血妖姬之末日少女
扎克·埃夫隆、丹尼·德维托,http://dianying.2345.com/detail/43491.html,http//imgwx3.2345.com/dypcimg/img/8/14/s43491.jpg,8.4,老雷斯的故事
凯文·贝肯、Winston Ntshon…,http://dianying.2345.com/detail/192475.html,http//imgwx3.2345.com/dypcimg/img/2/64/s192475.jpg,9.0,灌篮高手
王雷方、巴萨,http://dianying.2345.com/detail/192180.html,http//imgwx5.2345.com/dypcimg/img/2/64/s192180.jpg,8.8,使命营救
蓝波儿、陈美行 Meixing…,http://dianying.2345.com/detail/192154.html,http//imgwx3.2345.com/dypcimg/img/3/64/s192154.jpg,8.7,大话仙宫
王景羲、陈潇,http://dianying.2345.com/detail/178565.html,http//imgwx2.2345.com/dypcimg/img/9/59/s178565.jpg,7.5,篮球高手之桃出女寝
莱斯利·尼尔森、亚历姗卓拉·保…,http://dianying.2345.com/detail/150449.html,http//imgwx1.2345.com/dypcimg/img/a/50/s150449.jpg,7.7,终极笑探
娜塔莎·金斯基、查理·辛,http://dianying.2345.com/detail/41548.html,http//imgwx3.2345.com/dypcimg/img/d/13/s41548.jpg?1447918073,8.4,终极速度
徐浩然、储毅,http://dianying.2345.com/detail/165811.html,http//imgwx2.2345.com/dypcimg/img/f/55/s165811.jpg,7,魔界判官
谭迪凡、邵帅,http://dianying.2345.com/detail/178297.html,http//imgwx3.2345.com/dypcimg/img/0/59/s178297.jpg,7.6,午夜直播之前世轮回
乌比·戈德堡、玛吉·史密斯,http://dianying.2345.com/detail/21921.html,http//imgwx3.2345.com/dypcimg/cae/7/7/21921/fb7d3033af82e88515ef0fe46db1c541.jpg,7.9,修女也疯狂
詹森·艾萨克、Jeremy Sumpter,http://dianying.2345.com/detail/37665.html,http//imgwx5.2345.com/dypcimg/img/9/12/s37665.jpg?1443583618,7.9,小飞侠彼得潘
蒂姆·艾伦、John Travolta,http://dianying.2345.com/detail/76159.html,http//imgwx5.2345.com/dypcimg/img/0/25/s76159.jpg?1410493198,7.3,荒野大飚客
亚历克·鲍德温、尊龙,http://dianying.2345.com/detail/150383.html,http//imgwx2.2345.com/dypcimg/img/5/50/s150383.jpg,7.1,魅影奇侠
许伟豪、伊丽努尔,http://dianying.2345.com/detail/183147.html,http//imgwx3.2345.com/dypcimg/img/a/61/s183147.jpg,8.2,日落七次
安吉丽娜·朱莉、约翰·马尔科维…,http://dianying.2345.com/detail/40388.html,http//imgwx3.2345.com/dypcimg/img/4/13/s40388.jpg,8.3,换子疑云
许伟帆、谷悦宁,http://dianying.2345.com/detail/177295.html,http//imgwx5.2345.com/dypcimg/img/0/59/s177295.jpg,8.2,双生记之误入总裁身
伊娃·格林、阿沙·巴特菲尔…,http://dianying.2345.com/detail/190376.html,http//imgwx3.2345.com/dypcimg/img/4/63/s190376.jpg,7.5,佩小姐的奇幻城堡国语
Amanda Seyfrie…、希罗·弗南德兹,http://dianying.2345.com/detail/26840.html,http//imgwx2.2345.com/dypcimg/cae/1/8/26840/69a4f76445f7a66d22fe5eaf9b664a14.jpg,5.8,小红帽
志田未来,http://dianying.2345.com/detail/182415.html,http//imgwx3.2345.com/dypcimg/img/f/60/s182415.jpg,7.1,借东西的小人阿莉埃蒂粤语
韩月乔、高保成,http://dianying.2345.com/detail/150892.html,http//imgwx5.2345.com/dypcimg/img/a/50/s150892.jpg,8.2,爱情与遗产
李希达、郝一平,http://dianying.2345.com/detail/150675.html,http//imgwx5.2345.com/dypcimg/img/f/50/s150675.jpg,8.9,蜜月的阴谋
威尔·布里顿、佐伊·达奇,http://dianying.2345.com/detail/179714.html,http//imgwx5.2345.com/dypcimg/img/3/59/s179714.jpg,7.6,各有少年时
斯蒂夫·古根伯…、金·凯特罗尔,http://dianying.2345.com/detail/41681.html,http//imgwx1.2345.com/dypcimg/img/5/13/s41681.jpg?1453192794,7.9,警察学校1警校风流
内森·菲利安、詹森·艾萨克,http://dianying.2345.com/detail/164558.html,http//imgwx1.2345.com/dypcimg/img/a/54/s164558.jpg,7.4,绿灯侠翡翠骑士
颜爱泽、杜硕,http://dianying.2345.com/detail/176614.html,http//imgwx3.2345.com/dypcimg/img/e/58/s176614.jpg,7.2,大绑架之绑架苍老师
欧文·威尔逊、王牌接线员拉里,http://dianying.2345.com/detail/173029.html,http//imgwx4.2345.com/dypcimg/img/c/57/s173029.jpg,7.0,汽车总动员2英语版
罗伯特·德尼罗、梅丽尔·斯特里…,http://dianying.2345.com/detail/171863.html,http//imgwx3.2345.com/dypcimg/img/5/57/s171863.jpg,7.2,坠入情网
吉恩·哈克曼、摩根·弗里曼,http://dianying.2345.com/detail/52827.html,http//imgwx1.2345.com/dypcimg/img/9/448189/4e75c19b77a0fc362ea6f98b5326f3d6.jpg,7.1,疑云密布
Suthep Po-ngam、Theeradanai Su…,http://dianying.2345.com/detail/161398.html,http//imgwx1.2345.com/dypcimg/img/2/53/s161398.jpg,9.0,四千王
卡洛·朗白、Robert Stack,http://dianying.2345.com/detail/153470.html,http//imgwx1.2345.com/dypcimg/img/6/51/s153470.jpg,7.1,你逃我也逃1942
瑞茜·威瑟斯彭、盖比·霍夫曼,http://dianying.2345.com/detail/134309.html,http//imgwx4.2345.com/dypcimg/img/a/44/s134309.jpg,8.0,涉足荒野
梅格·瑞恩、休·杰克曼,http://dianying.2345.com/detail/32094.html,http//imgwx1.2345.com/dypcimg/img/c/10/s32094.jpg?1398655645,7.4,穿越时空爱上你
里克·莫拉尼斯、Marcia Strassm…,http://dianying.2345.com/detail/150678.html,http//imgwx1.2345.com/dypcimg/img/e/50/s150678.jpg,8.7,亲爱的我把孩子放大了
施瓦辛格、F·莫里·亚伯拉…,http://dianying.2345.com/detail/37832.html,http//imgwx4.2345.com/dypcimg/cae/3/12/37832/e0efe38195223380287ee05fa752b5d7.jpg,8.0,最后魔鬼英雄
詹妮弗·加纳、马克·鲁弗洛,http://dianying.2345.com/detail/37530.html,http//imgwx5.2345.com/dypcimg/img/douban/1309086/postb_s3047827_mini.jpg,8.6,女孩梦三十
西尔维斯特·史…、爱丝特·盖蒂,http://dianying.2345.com/detail/27301.html,http//imgwx3.2345.com/dypcimg/img/f/9/s27301.jpg,3.4,母子威龙
吉米·莫瑞、Will Payne,http://dianying.2345.com/detail/150818.html,http//imgwx4.2345.com/dypcimg/img/7/50/s150818.jpg,7.8,新天师斗僵尸2
Maria Grazia C…、Natasha Allan,http://dianying.2345.com/detail/30262.html,http//imgwx3.2345.com/dypcimg/cae/b/10/30262/e4b24e3b93808d7a1486c502c1f823cd.jpg,5.6,处女之死
Dale Midkiff、Fred Gwynne,http://dianying.2345.com/detail/151192.html,http//imgwx1.2345.com/dypcimg/img/6/50/s151192.jpg,7.2,宠物公墓
Sebastian Rice…、杰拉蒂尼·穆伊,http://dianying.2345.com/detail/151063.html,http//imgwx4.2345.com/dypcimg/img/5/50/s151063.jpg,7.9,希望与荣耀
王羽、张翼,http://dianying.2345.com/detail/35837.html,http//imgwx4.2345.com/dypcimg/img/douban/4214401/postb_s4114592_mini.jpg,8.8,侠义双雄
大卫·卡罗素、尼古拉斯·凯奇,http://dianying.2345.com/detail/150538.html,http//imgwx4.2345.com/dypcimg/img/0/50/s150538.jpg,8.8,致命布局
何麟、周玖,http://dianying.2345.com/detail/60770.html,http//imgwx5.2345.com/dypcimg/img/8/449332/1382e61eb45b3f48cbf9665a552f9afb.jpg,7.3,侠盗鲁平
Marco Leonardi、卢米·卡范佐斯,http://dianying.2345.com/detail/151068.html,http//imgwx1.2345.com/dypcimg/img/c/50/s151068.jpg,7.6,巧克力情人
朱丽叶·比诺什、约翰尼·德普,http://dianying.2345.com/detail/37674.html,http//imgwx1.2345.com/dypcimg/cae/d/12/37674/dc709b3ef6783b6b8f827d6dcd83006a.jpg,8.0,浓情巧克力
肖恩·康纳利、理查·基尔,http://dianying.2345.com/detail/37726.html,http//imgwx1.2345.com/dypcimg/cae/5/12/37726/6314b533c9d29fdee69e1037db641275.jpg,10.0,第一武士
玄彬、李宝英,http://dianying.2345.com/detail/36678.html,http//imgwx5.2345.com/dypcimg/cae/d/12/36678/c9fbe16ab5f5a15a3a9c09cb38a99802.jpg,8.7,我很幸福
马忠倩、王秀琴,http://dianying.2345.com/detail/151191.html,http//imgwx3.2345.com/dypcimg/img/8/50/s151191.jpg,7.2,一文钱
肯·科齐格、Jesse Hutch,http://dianying.2345.com/detail/150709.html,http//imgwx4.2345.com/dypcimg/img/b/50/s150709.jpg,8.7,致命玩笑3
尚格·云顿、丹尼斯·罗德曼,http://dianying.2345.com/detail/50571.html,http//imgwx4.2345.com/dypcimg/cae/7/16/50571/b3d7b7e3ffccf84c39b97bb6b4a0b773.jpg,7.9,双重火力
维拉·布列内娃、谢尔盖·斯维特…,http://dianying.2345.com/detail/104828.html,http//imgwx3.2345.com/dypcimg/img/4/463010/e178c652548bcef579d7a6166d8059ae.jpg,5.9,夫妻丛林大战
James Ellison、Jane Wyatt,http://dianying.2345.com/detail/150343.html,http//imgwx3.2345.com/dypcimg/img/b/50/s150343.jpg,8.9,战地医生
杰西·麦特卡尔…、布兰妮·斯诺,http://dianying.2345.com/detail/38128.html,http//imgwx2.2345.com/dypcimg/cae/a/12/38128/00b5e6c5601bdd9264872a07aed446a1.jpg,7.9,恋爱刺客
布鲁斯·格林伍…、麦当娜 Madonna,http://dianying.2345.com/detail/121153.html,http//imgwx3.2345.com/dypcimg/img/5/467837/cc087b12f235f32b03a3f5255b5bf62a.jpg,7.6,浩劫妙冤家
威廉·彼德森、Kim Greist,http://dianying.2345.com/detail/53452.html,http//imgwx5.2345.com/dypcimg/img/3/448198/a84410d8f72cbf4794e8451e1f91eca9.jpg,7.7,孽欲杀人夜
辛迪·威廉姆斯、大卫·拉斯彻,http://dianying.2345.com/detail/97928.html,http//imgwx4.2345.com/dypcimg/img/7/32/s97928.jpg?1464587476,7.7,灵犬宾果
梅尔·吉布森、丹尼·格洛弗,http://dianying.2345.com/detail/53663.html,http//imgwx2.2345.com/dypcimg/img/6/17/s53663.jpg?1453279091,7.7,轰天炮3
凯特·波茨沃斯、马修·戴维斯,http://dianying.2345.com/detail/165863.html,http//imgwx2.2345.com/dypcimg/img/2/55/s165863.jpg,7.9,碧海娇娃
