act,link,pic,sco,title 
苏妙玲、黄孝传,http://dianying.2345.com/detail/91228.html,http//imgwx5.2345.com/dypcimg/img/6/30/s91228.jpg?1389837697,8.9,暴躁天使
麦莉赛勒斯、格雷戈·金尼尔,http://dianying.2345.com/detail/54251.html,http//imgwx3.2345.com/dypcimg/img/a/18/s54251.jpg?1410491729,5.5,最后一支歌
艾玛考尔菲德、John Patrick A…,http://dianying.2345.com/detail/133794.html,http//imgwx1.2345.com/dypcimg/img/d/44/s133794.jpg?1410496832,7.2,爱情时钟
理查德·德赖弗…、奥黛丽·赫本,http://dianying.2345.com/detail/97939.html,http//imgwx5.2345.com/dypcimg/img/1/32/s97939.jpg?1444643420,8.3,直到永远1989
莎侬·多赫提、杰瑞米·伦敦,http://dianying.2345.com/detail/54718.html,http//imgwx3.2345.com/dypcimg/img/6/448366/4e373f4c6029997b7e382488f182db46.jpg,10.0,耍酷一族
金·凯瑞、泰勒·摩森,http://dianying.2345.com/detail/31547.html,http//imgwx3.2345.com/dypcimg/img/b/10/s31547.jpg?1465952924,8.8,圣诞怪杰2000
鲁思·罗曼、Farley Granger,http://dianying.2345.com/detail/16737.html,http//imgwx4.2345.com/dypcimg/cae/6/5/16737/62c78ea47f60541c43f7834ff742f510.jpg,7.8,火车怪客
克林特·伊斯特…、Tyne Daly,http://dianying.2345.com/detail/194546.html,http//imgwx5.2345.com/dypcimg/img/a/64/s194546.jpg,7.9,全面追捕令
,http://dianying.2345.com/detail/194536.html,http//imgwx3.2345.com/dypcimg/img/3/64/s194536.jpg,8.2,芭比之森林公主系列
尼克·诺特、玛丽·麦克唐纳,http://dianying.2345.com/detail/150226.html,http//imgwx1.2345.com/dypcimg/img/1/50/s150226.jpg,8.1,火爆教头原声
Michael Treano…,http://dianying.2345.com/detail/150397.html,http//imgwx1.2345.com/dypcimg/img/d/50/s150397.jpg,8.8,忍者小英雄3原声
凯尔·霍华德、杰米·李·柯蒂…,http://dianying.2345.com/detail/150238.html,http//imgwx1.2345.com/dypcimg/img/6/50/s150238.jpg,8.4,天使小绑匪原声
Gavin McInnes、Liam Aiken,http://dianying.2345.com/detail/150729.html,http//imgwx4.2345.com/dypcimg/img/3/50/s150729.jpg,8.3,纯爷们养成记原声
乌尔里希·穆埃、Susanne Lothar,http://dianying.2345.com/detail/194355.html,http//imgwx3.2345.com/dypcimg/img/0/64/s194355.jpg,7.0,城堡
周鹏雨、鹿露,http://dianying.2345.com/detail/193465.html,http//imgwx3.2345.com/dypcimg/img/a/64/s193465.jpg,8.1,原罪的羔羊
范冰冰,http://dianying.2345.com/detail/194342.html,http//imgwx5.2345.com/dypcimg/img/a/64/s194342.jpg,7.5,测试电影
张培、孙磊,http://dianying.2345.com/detail/7176.html,http//imgwx1.2345.com/dypcimg/img/2/2/s7176.jpg?1441165414,8.2,从今以后
风间俊介、鹤野刚士,http://dianying.2345.com/detail/194213.html,http//imgwx3.2345.com/dypcimg/img/d/64/s194213.jpg,7.8,为什么猫都叫不来
Roman Atwood、Dennis Roady,http://dianying.2345.com/detail/194141.html,http//imgwx4.2345.com/dypcimg/img/7/64/s194141.jpg,7.7,恶搞专家大电影
崔宇、廖美露,http://dianying.2345.com/detail/181019.html,http//imgwx3.2345.com/dypcimg/img/8/60/s181019.jpg,8.9,北京往事
热拉尔·朗万、奥黛丽·达娜,http://dianying.2345.com/detail/194027.html,http//imgwx2.2345.com/dypcimg/img/f/64/s194027.jpg,7.9,法式料理
凯茜·温图拉、唐纳德·法森,http://dianying.2345.com/detail/193942.html,http//imgwx4.2345.com/dypcimg/img/6/64/s193942.jpg,8.7,佳偶天成
王越,http://dianying.2345.com/detail/193864.html,http//imgwx5.2345.com/dypcimg/img/3/64/s193864.jpg,8.7,时间契约
阿曼德拉·斯坦…、尼克·罗宾森,http://dianying.2345.com/detail/193761.html,http//imgwx3.2345.com/dypcimg/img/9/64/s193761.jpg,7.1,爱即一切
艾玛·考尔菲德、苏利文·斯坦普…,http://dianying.2345.com/detail/193742.html,http//imgwx5.2345.com/dypcimg/img/c/64/s193742.jpg,7.8,暗夜鬼叫声
管乐、谭浩,http://dianying.2345.com/detail/193695.html,http//imgwx2.2345.com/dypcimg/img/b/64/s193695.jpg,8.8,徽州情缘
冯远征、于慧,http://dianying.2345.com/detail/193694.html,http//imgwx5.2345.com/dypcimg/img/6/64/s193694.jpg,9.0,金秋桂花迟
李梓豪、樊瑶瑶,http://dianying.2345.com/detail/193645.html,http//imgwx5.2345.com/dypcimg/img/8/64/s193645.jpg,7.0,功夫美男
文鸿毅、李瑞雪,http://dianying.2345.com/detail/193609.html,http//imgwx5.2345.com/dypcimg/img/9/64/s193609.jpg,8.9,轮回日2
周明、姬天语,http://dianying.2345.com/detail/193605.html,http//imgwx2.2345.com/dypcimg/img/a/64/s193605.jpg,8.6,按摩侠
汤姆·克鲁斯、卡梅隆·迪亚茨,http://dianying.2345.com/detail/193592.html,http//imgwx3.2345.com/dypcimg/img/7/64/s193592.jpg,7.4,恋战特务王
派珀·佩拉博、特伦特·福特,http://dianying.2345.com/detail/193582.html,http//imgwx5.2345.com/dypcimg/img/f/64/s193582.jpg,8.9,谁领风骚
李丽萍,http://dianying.2345.com/detail/193570.html,http//imgwx2.2345.com/dypcimg/img/3/64/s193570.jpg,7.6,芙蓉女
胡本正、周曦明,http://dianying.2345.com/detail/190548.html,http//imgwx5.2345.com/dypcimg/img/b/63/s190548.jpg,8.3,逆袭女神
梅肯·布莱尔、戴文·雷特瑞,http://dianying.2345.com/detail/193524.html,http//imgwx5.2345.com/dypcimg/img/b/64/s193524.jpg,7.7,蓝色废墟
张春年、贺运乐,http://dianying.2345.com/detail/193461.html,http//imgwx5.2345.com/dypcimg/img/5/64/s193461.jpg,7.3,外星人
沈幸、曾萧婷,http://dianying.2345.com/detail/193260.html,http//imgwx3.2345.com/dypcimg/img/4/64/s193260.jpg,7.4,我和校花换个身体
裴铮铮,http://dianying.2345.com/detail/193415.html,http//imgwx3.2345.com/dypcimg/img/b/64/s193415.jpg,7.2,女浴室的哭声
,http://dianying.2345.com/detail/193389.html,http//imgwx1.2345.com/dypcimg/img/a/64/s193389.jpg,8.8,迪士尼超级电影包
叶秉桓、杨正浓,http://dianying.2345.com/detail/193379.html,http//imgwx2.2345.com/dypcimg/img/1/64/s193379.jpg,7.8,我的灯塔就是你
黄宝拉、Tak Tu-In,http://dianying.2345.com/detail/193328.html,http//imgwx4.2345.com/dypcimg/img/7/64/s193328.jpg,7.4,灵异导航
大宽、大飞,http://dianying.2345.com/detail/193325.html,http//imgwx5.2345.com/dypcimg/img/e/64/s193325.jpg,8.8,壶说扒盗
爱德华多·诺列…、阿玛雅·萨拉曼…,http://dianying.2345.com/detail/193266.html,http//imgwx1.2345.com/dypcimg/img/7/64/s193266.jpg,8.1,我们的情人们
贡一,http://dianying.2345.com/detail/193206.html,http//imgwx2.2345.com/dypcimg/img/d/64/s193206.jpg,7.3,主播军团3主播社团
李世英、秋相美,http://dianying.2345.com/detail/193185.html,http//imgwx4.2345.com/dypcimg/img/7/64/s193185.jpg,8.8,秀雅十三岁
杜建桥、杭天,http://dianying.2345.com/detail/193152.html,http//imgwx4.2345.com/dypcimg/img/c/64/s193152.jpg,7.9,古玩鬼
王东、陈诺,http://dianying.2345.com/detail/193114.html,http//imgwx1.2345.com/dypcimg/img/9/64/s193114.jpg,8.6,包宿
萨其仁贵、利哥,http://dianying.2345.com/detail/193088.html,http//imgwx5.2345.com/dypcimg/img/4/64/s193088.jpg,7.4,山寨丘比特
陈育臣、柴蔚,http://dianying.2345.com/detail/193019.html,http//imgwx4.2345.com/dypcimg/img/7/64/s193019.jpg,7.9,痞子大叔
郭源元,http://dianying.2345.com/detail/193013.html,http//imgwx5.2345.com/dypcimg/img/7/64/s193013.jpg,7.6,恶魔软妹帮
歌什菲·法拉哈…、路易斯·加瑞尔,http://dianying.2345.com/detail/192986.html,http//imgwx1.2345.com/dypcimg/img/8/64/s192986.jpg,9.0,两个朋友
王 铮、安冬,http://dianying.2345.com/detail/192922.html,http//imgwx3.2345.com/dypcimg/img/c/64/s192922.jpg,7.9,记忆空间
李柄辉、吴春燕,http://dianying.2345.com/detail/192848.html,http//imgwx2.2345.com/dypcimg/img/b/64/s192848.jpg,7.5,我的驱魔总裁
祁迹、罗奕,http://dianying.2345.com/detail/192625.html,http//imgwx3.2345.com/dypcimg/img/8/64/s192625.jpg,7.9,柏林墙
陈霜、张沐生,http://dianying.2345.com/detail/192545.html,http//imgwx4.2345.com/dypcimg/img/d/64/s192545.jpg,7.2,窥私之危险接触
刘明云、苏德伦,http://dianying.2345.com/detail/192529.html,http//imgwx4.2345.com/dypcimg/img/6/64/s192529.jpg,7.4,女人的本钱
Tom Hulce、黛咪·摩尔,http://dianying.2345.com/detail/162418.html,http//imgwx2.2345.com/dypcimg/img/3/54/s162418.jpg,7.8,钟楼怪人1996
伊龙、杜哲宇,http://dianying.2345.com/detail/190518.html,http//imgwx4.2345.com/dypcimg/img/d/63/s190518.jpg,7.7,轻熟女的烦恼
汤斯婷、刘一骏,http://dianying.2345.com/detail/180793.html,http//imgwx4.2345.com/dypcimg/img/6/60/s180793.jpg,8.6,奇葩诡探
迈克尔·凯恩、谢利·温特斯,http://dianying.2345.com/detail/192379.html,http//imgwx4.2345.com/dypcimg/img/4/64/s192379.jpg,7.2,阿尔菲1966
肖恩·奥斯汀、布兰登·费舍,http://dianying.2345.com/detail/192349.html,http//imgwx2.2345.com/dypcimg/img/6/64/s192349.jpg,8.2,沉睡野人
李俐杰、李雨芯,http://dianying.2345.com/detail/192314.html,http//imgwx2.2345.com/dypcimg/img/9/64/s192314.jpg,8.8,拯救计划
伯特·雷诺兹、埃迪·艾伯特,http://dianying.2345.com/detail/192308.html,http//imgwx4.2345.com/dypcimg/img/f/64/s192308.jpg,8.2,牢狱风云
理查德·基利、Bob Fosse,http://dianying.2345.com/detail/192305.html,http//imgwx3.2345.com/dypcimg/img/b/64/s192305.jpg,8.1,小王子1974
彼德·乌斯蒂诺…、菲尔·哈里斯,http://dianying.2345.com/detail/192302.html,http//imgwx1.2345.com/dypcimg/img/e/64/s192302.jpg,8.5,罗宾汉国语
孙科、崔馨心,http://dianying.2345.com/detail/192285.html,http//imgwx5.2345.com/dypcimg/img/e/64/s192285.jpg,8.6,僵尸前传
伯特·兰卡斯特、柯克·道格拉斯,http://dianying.2345.com/detail/192282.html,http//imgwx4.2345.com/dypcimg/img/1/64/s192282.jpg,7.2,龙虎双侠
伊莎贝拉·米珂、哥伦布·绍特,http://dianying.2345.com/detail/192280.html,http//imgwx3.2345.com/dypcimg/img/0/64/s192280.jpg,8.3,留住最后一支舞2
唐纳德·萨瑟兰、玛丽·泰勒·摩…,http://dianying.2345.com/detail/192275.html,http//imgwx1.2345.com/dypcimg/img/a/64/s192275.jpg,7.2,普通人
张瀚文、张朱皓然,http://dianying.2345.com/detail/192258.html,http//imgwx1.2345.com/dypcimg/img/b/64/s192258.jpg,7.4,房车爱情故事
释小龙、杨婕,http://dianying.2345.com/detail/192239.html,http//imgwx1.2345.com/dypcimg/img/a/64/s192239.jpg,7.6,我为花狂
张梓宸、杜旭东,http://dianying.2345.com/detail/180082.html,http//imgwx2.2345.com/dypcimg/img/e/60/s180082.jpg,8.1,扯犊子
吴逸迦、刘碧荷,http://dianying.2345.com/detail/192206.html,http//imgwx2.2345.com/dypcimg/img/e/64/s192206.jpg,7.6,不正常人类研究中心
凯尔·米歇尔、基南·汤普森,http://dianying.2345.com/detail/192097.html,http//imgwx1.2345.com/dypcimg/img/e/64/s192097.jpg,7.9,汉堡总动员
陈一雯、魏哲鸣,http://dianying.2345.com/detail/192089.html,http//imgwx5.2345.com/dypcimg/img/d/64/s192089.jpg,7.3,我的星上人
沃伦·比蒂、莉莉·科林斯,http://dianying.2345.com/detail/192075.html,http//imgwx5.2345.com/dypcimg/img/1/64/s192075.jpg,7.2,打破陈规
明俊臣、李梣溪,http://dianying.2345.com/detail/192068.html,http//imgwx2.2345.com/dypcimg/img/d/64/s192068.jpg,7.5,殷商传奇之再生缘
丁丁、瞿澳晖,http://dianying.2345.com/detail/192067.html,http//imgwx3.2345.com/dypcimg/img/0/64/s192067.jpg,8.5,太平镇之无边恶魇
米拉·乔沃维奇,http://dianying.2345.com/detail/192004.html,http//imgwx2.2345.com/dypcimg/img/a/64/s192004.jpg,7.0,《生化危机》系列前五部
孙源东、高云翔,http://dianying.2345.com/detail/191953.html,http//imgwx1.2345.com/dypcimg/img/8/63/s191953.jpg,7.1,嬉游记之日光宝盒
谢昀杉、林晨,http://dianying.2345.com/detail/191938.html,http//imgwx5.2345.com/dypcimg/img/9/63/s191938.jpg,9.0,外星人来了
Robert Acosta、Kelly Doughert…,http://dianying.2345.com/detail/191904.html,http//imgwx5.2345.com/dypcimg/img/f/63/s191904.jpg,8.2,真相2006
金盾、梁一鸣,http://dianying.2345.com/detail/191877.html,http//imgwx5.2345.com/dypcimg/img/6/63/s191877.jpg,7.7,谁偷了我的DNA
周敬峰、王若瑄,http://dianying.2345.com/detail/191852.html,http//imgwx4.2345.com/dypcimg/img/d/63/s191852.jpg,8.9,非正常男友
尼尔·塞西、斯嘉丽·约翰逊,http://dianying.2345.com/detail/191814.html,http//imgwx4.2345.com/dypcimg/img/e/63/s191814.jpg,8.0,奇幻森林
于容彬、赵琳煜,http://dianying.2345.com/detail/191722.html,http//imgwx1.2345.com/dypcimg/img/2/63/s191722.jpg,8.8,超能美食家
朴智彬、裴宗玉,http://dianying.2345.com/detail/191583.html,http//imgwx4.2345.com/dypcimg/img/b/63/s191583.jpg,9.0,哥哥我爱你
侯卫星、王小飞,http://dianying.2345.com/detail/191566.html,http//imgwx1.2345.com/dypcimg/img/9/63/s191566.jpg,7.7,雏盗
李岷城、王彤羽,http://dianying.2345.com/detail/191557.html,http//imgwx4.2345.com/dypcimg/img/e/63/s191557.jpg,7.8,寻魔神探之换脸惊情
温超、阎子滔,http://dianying.2345.com/detail/191545.html,http//imgwx5.2345.com/dypcimg/img/7/63/s191545.jpg,8.2,颜值杂货铺
大卫·斯佩德、艾萨·凯特,http://dianying.2345.com/detail/139543.html,http//imgwx2.2345.com/dypcimg/img/8/46/s139543.jpg,7.8,变身国王
俞诗旻、张宗敏,http://dianying.2345.com/detail/191413.html,http//imgwx2.2345.com/dypcimg/img/4/63/s191413.jpg,7.7,女神驾到
童思贝、魏志勇,http://dianying.2345.com/detail/191388.html,http//imgwx2.2345.com/dypcimg/img/1/63/s191388.jpg,8.2,爸爸不要丢下我
高梓刚、司卉,http://dianying.2345.com/detail/191243.html,http//imgwx3.2345.com/dypcimg/img/f/63/s191243.jpg,8.3,暗藏杀机
安娜·帕奎因、马特·达蒙,http://dianying.2345.com/detail/191212.html,http//imgwx4.2345.com/dypcimg/img/2/63/s191212.jpg,7.1,玛格丽特2011
玛莎·希加瑞达、Luis Gerardo M…,http://dianying.2345.com/detail/190992.html,http//imgwx3.2345.com/dypcimg/img/8/63/s190992.jpg,7.9,你行你结婚
裘德·洛、鲁妮·玛拉,http://dianying.2345.com/detail/190964.html,http//imgwx4.2345.com/dypcimg/img/9/63/s190964.jpg,7.3,副作用
宋在浩、李顺载,http://dianying.2345.com/detail/161332.html,http//imgwx3.2345.com/dypcimg/img/1/53/s161332.jpg,8.9,我爱你
内特·派克、艾米·汉莫,http://dianying.2345.com/detail/190860.html,http//imgwx1.2345.com/dypcimg/img/c/63/s190860.jpg,7.3,一个国家的诞生
张超、广帅,http://dianying.2345.com/detail/165840.html,http//imgwx3.2345.com/dypcimg/img/1/55/s165840.jpg,7.4,兵痞
高凉、郭雷,http://dianying.2345.com/detail/190801.html,http//imgwx2.2345.com/dypcimg/img/7/63/s190801.jpg,7.1,麻香楼之造梦先生
安东·迪夫伦、哈泽尔·考特,http://dianying.2345.com/detail/164880.html,http//imgwx4.2345.com/dypcimg/img/9/54/s164880.jpg,8.9,不死的男人
哈里森·福特、乔什·哈奈特,http://dianying.2345.com/detail/27450.html,http//imgwx4.2345.com/dypcimg/cae/8/9/27450/5b84e69c2e9c6beeec5b232ac1177b41.jpg,8.2,好莱坞重案组
马特·达蒙、裘德·洛,http://dianying.2345.com/detail/52728.html,http//imgwx5.2345.com/dypcimg/img/d/451290/d6b5b1e4529bf2af16533d6e75f6ccbb.jpg,8.1,天才瑞普利
约瑟夫·费因斯、格温妮丝·帕特…,http://dianying.2345.com/detail/37978.html,http//imgwx2.2345.com/dypcimg/img/b/12/s37978.jpg,8.8,恋爱中的莎士比亚
康斯坦丁·哈宾…、玛利亚·巴洛申…,http://dianying.2345.com/detail/181815.html,http//imgwx5.2345.com/dypcimg/img/4/60/s181815.jpg,7.0,守日人
史蒂夫·马丁、玛丽·斯汀伯根,http://dianying.2345.com/detail/163790.html,http//imgwx3.2345.com/dypcimg/img/b/54/s163790.jpg?1461829923,7.4,温馨家族
凯文·史派西、琳达·费奥伦蒂…,http://dianying.2345.com/detail/52573.html,http//imgwx3.2345.com/dypcimg/img/3/448189/ecfa6272623fa73e1b5f63a2843b8140.jpg,7.2,王牌罪犯
马克·沃尔伯格、杰昆·菲尼克斯,http://dianying.2345.com/detail/38254.html,http//imgwx1.2345.com/dypcimg/cae/c/12/38254/96dc278c13a473cef6c7bdf65b861de1.jpg,7.7,家族情仇
安娜·法瑞丝、查理·辛,http://dianying.2345.com/detail/52040.html,http//imgwx2.2345.com/dypcimg/img/3/17/8737a00ff493c20769502b6d33c132de.jpg,8.7,惊声尖笑3
朱莉娅·罗伯茨、卡梅隆·迪亚茨,http://dianying.2345.com/detail/40147.html,http//imgwx2.2345.com/dypcimg/img/douban/1295965/postb_s2559343_mini.jpg,7.4,我最好朋友的婚礼1997
罗伯特·雷德福、西德尼·波蒂埃,http://dianying.2345.com/detail/37751.html,http//imgwx4.2345.com/dypcimg/cae/5/12/37751/06d8d6d475399c5aba0c27cfefe6179f.jpg,5.4,潜行者
丹泽尔·华盛顿、斯派克·李,http://dianying.2345.com/detail/91521.html,http//imgwx4.2345.com/dypcimg/img/6/30/s91521.jpg?1410494261,5.8,爵士风情
凯特·玛拉、安雅·泰勒·乔…,http://dianying.2345.com/detail/190735.html,http//imgwx4.2345.com/dypcimg/img/5/63/s190735.jpg,7.8,摩根
,http://dianying.2345.com/detail/180816.html,http//imgwx5.2345.com/dypcimg/img/c/60/s180816.jpg,7.9,蝙蝠侠坏血
索菲娅·罗兰、莫里斯·切瓦力…,http://dianying.2345.com/detail/164076.html,http//imgwx5.2345.com/dypcimg/img/0/54/s164076.jpg,8.2,深宫春色
张鹭、刘之冰,http://dianying.2345.com/detail/190658.html,http//imgwx2.2345.com/dypcimg/img/f/63/s190658.jpg,8.3,伴你到黎明
Ian Hart、保罗·弗里曼,http://dianying.2345.com/detail/127625.html,http//imgwx3.2345.com/dypcimg/img/e/42/s127625.jpg?1410496085,8.5,硬糖
弗兰卡·波坦特、莫里兹·布雷多,http://dianying.2345.com/detail/182610.html,http//imgwx2.2345.com/dypcimg/img/8/60/s182610.jpg,7.8,罗拉快跑
张曼玉、梁家辉,http://dianying.2345.com/detail/189954.html,http//imgwx5.2345.com/dypcimg/img/9/63/s189954.jpg,7.1,爱在别乡的季节粤语
崔杰、张元,http://dianying.2345.com/detail/116545.html,http//imgwx1.2345.com/dypcimg/img/c/465458/c55566c13b6fc503a18998d59cb87a3e.jpg,5.3,小丑历险记
George Akram、Marco Antonio …,http://dianying.2345.com/detail/179642.html,http//imgwx4.2345.com/dypcimg/img/9/59/s179642.jpg,8.5,时速七十二
周骏超、鲁佳妮,http://dianying.2345.com/detail/189755.html,http//imgwx5.2345.com/dypcimg/img/f/63/s189755.jpg,8.8,太阳与后羿
妮基·布朗斯凯、约翰·特拉沃尔…,http://dianying.2345.com/detail/55079.html,http//imgwx3.2345.com/dypcimg/img/6/448366/5598c74eec163282c31d2dfec1fe1747.jpg,8.4,发胶明星梦
阿曼达·贝尼斯、奥利弗·詹姆斯,http://dianying.2345.com/detail/164570.html,http//imgwx4.2345.com/dypcimg/img/8/54/s164570.jpg,8.4,父女大不同
Allan Tuppurai…、Saija Lentonen,http://dianying.2345.com/detail/42641.html,http//imgwx3.2345.com/dypcimg/img/e/14/s42641.jpg,7.6,魔法之心
梁家辉、吴君如,http://dianying.2345.com/detail/184221.html,http//imgwx5.2345.com/dypcimg/img/6/61/s184221.jpg,7.3,江湖告急粤语
陈奕夫、张成成,http://dianying.2345.com/detail/184083.html,http//imgwx4.2345.com/dypcimg/img/0/61/s184083.jpg,8.5,纸罪情迷
约瑟夫·劳伦斯、斯科特·贝尔斯…,http://dianying.2345.com/detail/38371.html,http//imgwx1.2345.com/dypcimg/img/d/12/s38371.jpg,5.2,机器人劫难
斯嘉丽·约翰逊、伍迪·艾伦,http://dianying.2345.com/detail/182590.html,http//imgwx1.2345.com/dypcimg/img/8/60/s182590.jpg,8.7,独家新闻
安志杰、西恩·马奎特,http://dianying.2345.com/detail/182605.html,http//imgwx2.2345.com/dypcimg/img/8/60/s182605.jpg,7.8,黑侠2粤语
张艾嘉、许冠杰,http://dianying.2345.com/detail/182560.html,http//imgwx2.2345.com/dypcimg/img/f/60/s182560.jpg,8.0,最佳拍档之千里救差婆
王星、池恒宇,http://dianying.2345.com/detail/163695.html,http//imgwx4.2345.com/dypcimg/img/f/54/s163695.jpg,7.1,七号渔场
吕方、董骠,http://dianying.2345.com/detail/182429.html,http//imgwx4.2345.com/dypcimg/img/f/60/s182429.jpg,9.0,四人新世界粤语
Richard Sammel、塞缪尔·菲尼茨,http://dianying.2345.com/detail/150497.html,http//imgwx2.2345.com/dypcimg/img/1/50/s150497.jpg,8.6,古墓盗影
